id,orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform
88dcc5ad19fdefa7feb59c055667deee,84109,2018-01-10 16:15:32.750000+00:00,17859,17866,2,2,69277.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,,Yes,3,924,1,Yes,19074,236,Nightdresses and Pyjamas,53,2,18,Clothing,
e948e05fda4d8266f81c73868cba4384,188230,2018-01-25 18:13:57.673000+00:00,98610,98633,2,2,141354.0,Not VIP,4,3,55.3882,4,No,No,No,T4,,No,3,1,1,Yes,112548,100,Dresses,98,2,41,Clothing,web
382304a576671e33e575424c0f387d9b,64297,2018-01-09 06:30:29.696000+00:00,27638,27646,2,2,54231.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T3,T4,No,3,921,1,Yes,30026,161,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",40,1,2,Clothing,web
21d4baed42aa5efd29f31794a03acc69,267450,2018-02-08 20:30:58.696000+00:00,31055,31063,4,2,191132.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T4,T4,No,4,1,1,Yes,33878,674,Dresses,594,35,18,Clothing,
079282595815456a4159fbf68bef9c11,219202,2018-01-31 08:36:06.486000+00:00,19315,19321,2,2,161359.0,VIP,5,3,0.0,5,Yes,No,Yes,T1,T1,Yes,3,1,1,Yes,20685,36,Other footwear with outer soles of leather,1115,1,45,Shoes,web
cec5c6b997944ff9942e14a1ea43c18b,297697,2018-02-15 00:47:43.936000+00:00,13977,13984,2,2,160431.0,VIP,12,4,35.7236,12,Yes,No,No,T2,T2,Yes,3,1,1,No,22996,4,"Pantyhose, tights",1242,12,231,Clothing,web
d3fc1b2a8420d779506797ae4d6ab08c,173934,2018-01-23 12:17:06.180000+00:00,22052,22060,2,2,10319.0,Not VIP,12,4,33.3833,12,Yes,No,No,T3,T3,Yes,3,1,1,No,23919,70,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",572,10,35,Clothing,app
a687c4e6f133ad2e39fddff7c5806628,264175,2018-02-08 09:18:29.610000+00:00,85646,85668,1,3,80710.0,Not VIP,11,3,0.0,11,Yes,No,No,T4,T4,No,3,1,1,No,96911,685,Other footwear,1216,1,38,Shoes,app
971762a5409546dd75ec6a48eda46859,206259,2018-01-29 02:24:09.600000+00:00,103993,104014,3,2,153159.0,Not VIP,16,4,17.0858,16,No,No,No,,,Yes,1,1,1,Yes,35778,583,"T-shirts, singlets and other vests",241,4,65,Boys Clothing,
302154127f0fcb8982ba0592e30f36dc,299384,2018-02-15 11:12:41.006000+00:00,129521,129551,2,2,210842.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,,Yes,3,5082,1,No,150906,36,Other footwear,22,1,244,Shoes,web
77ddaf137cb95a1b5ac31645438e805b,212010,2018-01-30 01:59:54.436000+00:00,49416,49428,2,2,156893.0,Not VIP,5,3,0.0,5,Yes,No,No,T2,T2,No,3,1,1,No,54686,182,,497,4,8,Clothing,
344adc1e8a6e0886ca6dedbfb2f0a7cf,144548,2018-01-18 07:40:53.933000+00:00,84802,84823,2,2,112200.0,Not VIP,1,1,0.0,1,Yes,No,No,T4,,Yes,3,1,1,Yes,95891,233," T-shirts, singlets and other vests",148,14,3,Clothing,web
39de3bb647d23d5f191da4bd99f2ef92,315222,2018-02-18 18:41:47.633000+00:00,107574,107597,1,3,220492.0,Not VIP,9,3,0.0,9,Yes,No,No,T4,,No,4,1,1,No,123609,34," T-shirts, singlets and other vests",60,1,35,Clothing,web
66c5c51cc19e3f84c2b073aa4eb85a84,252076,2018-02-06 06:59:46.850000+00:00,108387,108411,5,2,90028.0,Not VIP,16,4,0.0,16,Yes,No,No,T4,T4,Yes,3,4185,1,No,124615,11,Articles of a kind normally carried in the pocket or in the handbag,103,21,1,Homeware,app
76f8cd6540870fbc378137ba663821b4,82867,2018-01-10 14:33:42.660000+00:00,36047,36056,2,2,68338.0,Not VIP,17,4,24.3652,17,No,No,Yes,T4,,No,3,921,1,Yes,40787,139,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",106,1,49,Girls Clothing,
6af40dfb87458809d9d596f54b4ec6d0,290560,2018-02-13 14:43:56.073000+00:00,11064,11069,2,2,169696.0,Not VIP,20,3,0.0,20,No,No,No,T3,T4,No,4,1,1,Yes,11679,17,Footwear with outer soles of rubber or plastics,176,1,158,Shoes,web
bb6961095e9a6dc1aac2af24ea88fc52,9702,2018-01-03 00:21:43.563000+00:00,7312,7317,2,2,8961.0,Not VIP,12,4,31.0431,12,Yes,No,No,T4,T4,No,3,1,1,Yes,7660,5,Footwear with outer soles of rubber or plastics,128,1,158,Shoes,app
5cf121b9bc1853642e8d2f4554809574,232543,2018-02-02 14:50:30.876000+00:00,6982,6986,2,2,169604.0,Not VIP,3,2,0.0,3,No,No,No,T4,,No,3,1,1,Yes,57527,23,Articles of a kind normally carried in the pocket or in the handbag,1175,26,17,Accessories,web
5a7114c89abcf227c609528571d9b5b2,258510,2018-02-07 10:23:45.200000+00:00,42837,42847,2,2,185686.0,VIP,3,2,26.8028,3,Yes,No,No,T3,T4,No,4,1,1,Yes,47247,52,"Coats: overcoats, raincoat, cape, cloaks and similar articles",22,1,8,Clothing,web
e15c3f3368fefd9adca46cd4d491f29c,35187,2018-01-06 22:19:19.463000+00:00,30768,30776,2,2,31003.0,Not VIP,1,1,5.0083,1,Yes,No,No,T4,,No,3,1,1,Yes,33559,386,Footwear with outer soles of rubber or plastics,14,2,38,Shoes,web
4fc6dab4a7563bdae6315d673ff09f3b,27608,2018-01-05 18:55:10.210000+00:00,25596,25604,2,2,24506.0,Not VIP,1,1,5.0083,1,No,No,No,T4,T4,No,3,1,1,Yes,27734,696,"Trousers, overalls, shorts",633,10,18,Clothing,web
71dd39bc2224dad3a61d6cfb47fb5818,140391,2018-01-17 15:11:43.406000+00:00,69818,69835,4,2,109331.0,Not VIP,57,4,0.0,57,No,No,No,T4,,No,3,1,1,Yes,78227,23,Footwear with outer soles of rubber or plastics,33,26,235,Shoes,web
6b8bbae163677fe7020881da72c5dde8,163206,2018-01-21 15:18:19.560000+00:00,13838,13845,2,2,124874.0,Not VIP,4,3,0.0,4,No,No,No,T2,T2,Yes,3,1,1,Yes,14686,445,Items of leather clothing & accessories,442,26,6,Accessories,web
236dcaca1c839828bf673050b2fe34ef,314220,2018-02-18 14:35:15.100000+00:00,109824,109848,2,2,9816.0,VIP,19,4,0.0,19,Yes,No,No,T1,T1,No,3,1,1,No,126396,270,Other footwear,152,1,12,Shoes,app
