id,orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform
4b751bc7d77713f88bc7c2d855e963a5,18897,2018-01-04 13:05:49.916000+00:00,19166,19172,2,2,16997.0,Not VIP,5,3,0.0,5,Yes,No,No,T4,T4,No,3,1,1,Yes,20527,219,"Handbags, whether or not with shoulder strap, including those without handle",107,2,17,Bags,app
b2ff8eca0182d7194a9dc173f5eed40e,239779,2018-02-04 00:06:18.370000+00:00,113687,113713,2,2,145600.0,Not VIP,1,1,12.6688,1,No,No,No,T2,T2,No,3,1,1,No,131131,2,"Handbags, whether or not with shoulder strap, including those without handle",22,1,17,Bags,web
3ea0d779cd63da609ca2185b469b11e7,183264,2018-01-24 22:27:09.480000+00:00,81446,81466,2,2,138127.0,Not VIP,4,3,0.0,4,Yes,No,No,T2,T4,No,3,1,1,No,91942,489,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",474,2,18,Clothing,web
8fd67f6517ba75e90f1491c11b758a77,18934,2018-01-04 13:12:05.030000+00:00,19191,19197,2,2,17030.0,Not VIP,19,4,0.0,19,Yes,No,No,T2,T2,Yes,3,1,1,No,20554,132,"Shawls, scarves, mufflers, mantillas, veils and similar articles",116,1,17,Accessories,web
6eacc2cce84dc6e0336d9f45220c58e8,302490,2018-02-16 00:23:21.563000+00:00,69423,69440,4,4,212783.0,Not VIP,7,1,0.0,7,Yes,No,No,T4,,Yes,4,1,0,Yes,106204,554,Swimwear,755,8,146,Clothing,web
23d2018fbeae92114a4f4ff189549215,29509,2018-01-06 01:56:26.306000+00:00,2476,2479,2,2,26177.0,Not VIP,9,3,0.0,9,Yes,No,Yes,T4,,No,3,1,1,Yes,2549,33,"Trousers, overalls, shorts",459,1,66,Clothing,
d5b8722001cdb283457e5de024378dd6,315985,2018-02-18 22:04:38.856000+00:00,17148,17155,2,2,220977.0,VIP,1,1,0.0,1,Yes,No,Yes,T2,T2,Yes,4,1,1,No,18296,158,N/D,22,2,182,Clothing,web
6f43c761adb34fffac0c67fe7a63d891,125729,2018-01-15 00:35:14.513000+00:00,1487,1489,5,2,99196.0,Not VIP,3,2,0.0,3,Yes,No,No,T3,T3,No,4,1,1,No,1525,11," T-shirts, singlets and other vests",147,4,19,Clothing,
fe8070a39838c79841473129371a7309,184364,2018-01-25 04:11:42.580000+00:00,97513,97536,2,2,138838.0,VIP,1,1,6.7488,1,Yes,No,No,T1,T2,No,3,1,1,No,111204,406,Articles of apparel and clothing accessories,22,62,14,Clothing,app
a7be1edf515afc77c2ac146b00437f4e,197682,2018-01-27 12:02:37.763000+00:00,2264,2267,2,2,100465.0,Not VIP,12,4,0.0,12,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,No,115994,131,"Blouses, shirts and shirt-blouses",1102,24,18,Clothing,web
b5bdd794f65f20016adb9d020b5ffdae,311949,2018-02-18 02:06:28.610000+00:00,42494,42504,2,2,56090.0,Not VIP,12,4,0.0,12,Yes,No,No,T4,T4,No,3,1,1,Yes,128171,25,Other,33,3,566,Jewellery,app
e53e12cc08a68a7a460d357aba75e64c,204459,2018-01-28 18:14:07.916000+00:00,102673,102695,2,2,151107.0,VIP New,12,4,0.0,12,Yes,No,Yes,VIP,VIP,No,6,1,1,No,117524,16,"Of base metal, whether or not plated with precious metal",47,1,17,Jewellery,app
4c678ae727f24be95e3a13b8ca604c62,138182,2018-01-17 06:57:11.763000+00:00,82571,82591,2,2,107850.0,Not VIP,2,1,16.4684,2,No,No,No,T4,,No,3,1,1,Yes,93276,71,"Babies' Blouses and Shirts, except those imported as parts of sets",74,28,169,Baby Girl Clothing,
bb260480196f1b945097bb602bc9895e,167914,2018-01-22 11:33:24.966000+00:00,10232,10238,2,2,128049.0,Not VIP,19,4,0.0,19,No,No,No,T4,,Yes,3,1,1,Yes,10785,212,Footwear with outer soles of rubber or plastics,85,1,62,Shoes,web
14bc2e590c00ee263972d2ffe64f134b,110906,2018-01-12 19:24:32.123000+00:00,71923,71941,2,2,88539.0,Not VIP,4,3,5.0083,4,No,No,Yes,T4,,No,3,1,1,No,80636,33,"Shawls, scarves, mufflers, mantillas, veils and similar articles",24,1,6,Accessories,
f3a4229950ef5e6e71dc9ac80dc455c7,296066,2018-02-14 16:50:49.203000+00:00,128678,128708,2,2,208893.0,Not VIP,12,4,57.9558,12,Yes,No,No,T4,T4,No,3,1,1,No,149898,92,Of precious metal whether or not plated or clad with precious metal,15,154,293,Jewellery,app
3ae4c840abaa0a64c8fc69697693b7ba,238913,2018-02-03 19:30:06.233000+00:00,111470,111496,2,2,49681.0,Not VIP,19,4,0.0,19,Yes,Yes,Yes,VIP,VIP,Yes,3,1,1,No,128400,120,Jackets and blazers,1064,32,10,Teen Boy Clothing,web
b58080af752addf385290df8b5ce84d2,215780,2018-01-30 17:22:25.010000+00:00,106710,106732,2,2,26225.0,VIP New,25,3,0.0,25,Yes,No,Yes,VIP,VIP,Yes,6,1,1,No,122536,132,"Trousers, overalls, shorts",44,3,55,Clothing,web
4bf6bea9c0899810dd774ba5e3a6c23e,104852,2018-01-12 11:04:40.460000+00:00,69377,69394,4,2,6226.0,Not VIP,12,4,0.0,12,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,No,77708,37," T-shirts, singlets and other vests",36,4,282,Clothing,web
b3e42746a337e37ba9f4350b20e41ae2,210373,2018-01-29 19:03:34.370000+00:00,10120,10126,5,2,723.0,VIP,12,4,0.0,12,Yes,No,No,VIP,VIP,No,6,1,1,Yes,113816,6," T-shirts, singlets and other vests",1201,63,87,Clothing,web
adcce7b058f6674f81ac182687a253ee,261643,2018-02-07 20:31:11.630000+00:00,2673,2676,2,2,187579.0,Not VIP,4,3,0.0,4,Yes,No,No,T4,,Yes,3,1,1,No,135771,37,Other footwear,36,1,11,Shoes,web
80faf164dc7b76d9d002f5f8064b9809,312567,2018-02-18 05:37:10.990000+00:00,129144,129174,4,2,218842.0,Not VIP,17,4,0.0,17,Yes,No,No,,,No,3,1,1,No,150463,60,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",62,4,14,Clothing,
