id,orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform
7f18fb09df95dd8a85f03af26b2c5515,207247,2018-01-29 08:10:38.470000+00:00,2454,2457,2,2,74522.0,VIP,12,4,35.7236,12,Yes,No,Yes,VIP,VIP,No,3,3641,1,No,70622,91,"Trousers, overalls, shorts",15,14,118,Clothing,app
bfdbb297daf897176bb5761c31a88206,64361,2018-01-09 06:40:50.366000+00:00,5378,5382,2,2,12041.0,Not VIP,12,4,0.0,12,Yes,Yes,Yes,VIP,VIP,Yes,6,924,1,Yes,5599,322,Footwear with outer soles of rubber or plastics,623,1,12,Shoes,web
15dbb4813d3c3d82de21965feefac1a3,176512,2018-01-23 20:30:19.400000+00:00,38631,38641,3,2,127863.0,Not VIP,1,1,0.0,1,Yes,No,No,,,Yes,2,1,1,Yes,42441,99,Other footwear,138,26,186,Shoes,web
30a4236a65c9f6db51fad278a992d366,263680,2018-02-08 07:02:38.616000+00:00,55895,55908,2,2,18488.0,Not VIP,5,3,0.0,5,Yes,No,No,T3,T3,No,3,1,1,Yes,62115,17,"Trousers, overalls, shorts",197,1,66,Clothing,web
74edca7bc7ccd144ca936294b56187f4,224604,2018-02-01 05:27:16.926000+00:00,25142,25150,5,2,164787.0,Not VIP,39,4,0.0,39,No,No,No,T2,T3,No,3,1,1,No,27216,146,N/D,1077,10,129,Boys Clothing,web
429539068f39c4f1c4633d0de441c3e0,210462,2018-01-29 19:20:03.523000+00:00,105225,105247,3,4,69014.0,Not VIP,7,1,0.0,7,No,No,No,T4,T4,Yes,4,1,0,Yes,120693,1489,N/D,932,8,223,Clothing,
57b6b27ab7a85be7b7f7f2dfd5300370,80639,2018-01-10 11:21:02.343000+00:00,4629,4633,2,2,66656.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T2,T3,Yes,3,924,1,Yes,4804,36,"Handbags, whether or not with shoulder strap, including those without handle",77,1,17,Bags,web
8d989c909482449a4b6607dd1c777931,55535,2018-01-08 16:00:15.366000+00:00,45262,45275,2,9,47448.0,Not VIP,36,3,0.0,36,Yes,No,Yes,T4,,Yes,3,921,1,Yes,49991,83,Footwear with outer soles of rubber or plastics,349,29,36,Shoes,web
e996fc7a3e18b3609edb1ecb1cdeb548,260040,2018-02-07 15:20:48.500000+00:00,103028,103050,2,2,92835.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,Yes,3,1,1,No,117976,344,Footwear with outer soles of rubber or plastics,1071,26,12,Shoes,web
239e8ae0a22e0a03bd652c87fb04f0cb,127262,2018-01-15 10:15:48.320000+00:00,20881,20888,2,2,100264.0,Not VIP,12,4,31.0431,12,Yes,No,No,T3,T4,No,3,1,1,Yes,22420,125,Footwear with outer soles of rubber or plastics,17,1,194,Shoes,web
b28972a822a4bc33e820a0bdcdd3ae77,118286,2018-01-13 09:39:31.143000+00:00,16411,16418,2,2,93637.0,Not VIP,5,3,0.0,5,Yes,No,No,T3,T3,No,3,1,1,No,84423,87,Underpants and briefs,341,2,14,Clothing,web
764b1af65f3126164923837ada4de2af,128439,2018-01-15 14:57:46.190000+00:00,79169,79188,3,2,20752.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T3,T3,No,1,1,1,Yes,89151,82,Dresses,69,6,42,Clothing,app
7d6f45e3fa9d8273cc53f15b18b78cf4,92685,2018-01-11 10:30:42.040000+00:00,19025,19031,2,2,65487.0,Not VIP,5,3,0.0,5,No,No,Yes,T4,T4,No,3,924,1,Yes,20372,30,Belts,27,14,248,Accessories,web
f95978154d96476cded03ad0c545feb3,87929,2018-01-10 22:38:23.720000+00:00,62337,62353,1,1,72239.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T3,,No,4,924,1,Yes,69595,274,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",602,4,63,Clothing,web
aaa5def453b9de3c49f84c1bf00b8ce5,36554,2018-01-07 05:35:40.390000+00:00,7870,7875,2,2,32160.0,VIP New,49,4,0.0,49,Yes,No,No,T4,T4,Yes,3,1,1,Yes,8251,219,Footwear with outer soles of rubber or plastics,89,2,213,Shoes,web
d5789674f00b3adbe079b82179d85b9e,281371,2018-02-11 16:03:04.343000+00:00,27578,27586,2,2,75614.0,Not VIP,16,4,17.0858,16,Yes,No,Yes,T3,T3,Yes,3,1,1,Yes,29956,53,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",15,1,19,Clothing,web
4c2f8f4b5a39e47e73a77fb72333951e,84275,2018-01-10 16:31:16.423000+00:00,60704,60718,3,4,44421.0,Not VIP,7,1,0.0,7,Yes,Yes,Yes,T1,T1,Yes,7,1,0,Yes,67700,634,N/D,568,8,89,Clothing,app
66f6be88919b9caa4a7f7c6d371ea20b,294435,2018-02-14 09:53:21.566000+00:00,79513,79532,2,2,57410.0,Not VIP,12,4,0.0,12,Yes,No,No,T2,T2,No,4,1,1,No,89579,310,"Pantyhose, tights",33,14,6,Clothing,
0642a081d3e051d2d79e8def6626f2ca,316124,2018-02-18 22:47:30.770000+00:00,133880,133910,2,2,221069.0,Not VIP,5,3,0.0,5,Yes,No,No,T4,,No,3,1,1,No,156269,491,Other footwear,1227,4,23,Shoes,app
d62a5ab70fe0b7b8eed7ceedcdd8f994,88177,2018-01-10 23:15:31.273000+00:00,62441,62457,2,2,72424.0,VIP,14,3,0.0,14,No,No,Yes,T1,T2,Yes,4,924,1,Yes,69725,35,Footwear with outer soles of rubber or plastics,305,1,31,Shoes,web
3a8e92de76e8511cda8a11cbb937a020,26660,2018-01-05 16:09:57.716000+00:00,10152,10158,2,2,23686.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,Yes,3,1,1,Yes,26982,329,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",334,26,35,Clothing,
cfbbc8c980cd11be81c0494c49585ded,265901,2018-02-08 15:24:10.433000+00:00,109513,109537,1,3,190156.0,Not VIP,14,3,0.0,14,Yes,No,No,T4,,No,3,1,1,No,140123,626,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",56,2,10,Teen Boy Clothing,web
