id,orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform
39f0b68e1102bebda46d421d0bda3dad,125076,2018-01-14 21:04:31.620000+00:00,4137,4141,2,2,98685.0,Not VIP,5,3,0.0,5,No,No,No,T2,T2,No,3,1,1,Yes,4281,27,"Trousers, overalls, shorts",356,4,8,Clothing,web
1cdfce88a62651946d905c656ff22a71,205242,2018-01-28 21:07:08.140000+00:00,46618,46631,2,2,152459.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,No,3,1,1,Yes,51538,136,,72,4,18,Clothing,app
867db9204f515a44580f12fc54f30761,163103,2018-01-21 14:56:18.186000+00:00,90919,90941,2,2,124805.0,VIP New,19,4,0.0,19,Yes,No,Yes,VIP,VIP,No,3,1,1,No,103146,22,Articles of apparel and clothing accessories,127,1,17,Bags,
5e19b2ce6bf7a02777c628427a44f34a,224941,2018-02-01 07:17:07.163000+00:00,60127,60141,1,3,84197.0,VIP,9,3,0.0,9,No,No,No,T2,T2,Yes,4,1,1,Yes,67039,103,"Trousers, overalls, shorts",95,1,221,Clothing,app
2e16d2ef64414f0870753d1c02f516db,265909,2018-02-08 15:25:25.603000+00:00,117484,117512,2,2,54274.0,Not VIP,1,1,0.0,1,Yes,No,No,T4,T4,No,4,1,1,No,135779,37,Footwear with outer soles of rubber or plastics,36,1,23,Shoes,
c0f43f92577e6a9e94982dfda4565340,30034,2018-01-06 04:34:07.640000+00:00,27315,27323,2,2,26603.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T3,T3,No,3,1,1,Yes,29663,1498,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",879,12,303,Teen Girl Clothing,app
e3a2979b2b2799732a0e4585980e0d99,111962,2018-01-12 21:11:26.420000+00:00,37248,37257,2,2,3773.0,Not VIP,5,3,0.0,5,Yes,No,No,T3,T3,No,3,921,1,Yes,40870,14,Footwear with outer soles of rubber or plastics,1115,1,23,Shoes,app
77bd8919603ba3c00e26d92710171b8c,15598,2018-01-03 22:29:25.600000+00:00,2090,2093,2,2,14137.0,VIP,61,3,0.0,61,Yes,No,No,T2,T2,Yes,3,1,1,Yes,2149,4,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",11,64,1,Accessories,web
92f8c6ad4846ade1b33ff9f62bc2b9c8,106117,2018-01-12 12:42:31.476000+00:00,41756,41766,2,2,85114.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T3,T4,Yes,3,924,1,Yes,46035,14,Other footwear,492,1,38,Shoes,app
8e9d5963eec66fb4748bbbf180f876bc,101949,2018-01-12 04:51:36.176000+00:00,68177,68194,2,2,82379.0,VIP,14,3,0.0,14,Yes,No,No,T2,T4,No,3,924,1,No,76337,125,Footwear with outer soles of rubber or plastics,44,1,25,Shoes,web
71b82f917a603129caa36ace7ce02cc1,102913,2018-01-12 07:28:13.583000+00:00,68583,68600,2,2,83017.0,Not VIP,1,1,0.0,1,Yes,No,No,T4,T4,No,4,921,1,Yes,76807,1771,Shirts,250,2,3,Clothing,app
4e1a34e322a5da7a1fd6a9bc4a5052ba,223292,2018-01-31 22:19:18.096000+00:00,26919,26927,4,3,163957.0,Not VIP,4,3,0.0,4,No,No,No,,,No,4,4036,1,No,118507,125,Footwear with outer soles of rubber or plastics,132,1,95,Shoes,web
5e86cdd17f928cd2a20e2f946dac5131,23616,2018-01-05 06:24:49.670000+00:00,22781,22789,2,2,21111.0,Not VIP,4,3,0.0,4,Yes,Yes,Yes,VIP,VIP,No,6,1,1,No,24536,631,Dresses,27,2,125,Clothing,app
7f752795cdf723331d4317eac1c93c4d,102371,2018-01-12 06:04:24.123000+00:00,44269,44281,2,2,82675.0,Not VIP,9,3,54.9921,9,Yes,No,No,T3,T4,No,3,924,1,Yes,48858,52,"Blouses, shirts and shirt-blouses",84,13,452,Clothing,web
ea4905cdc99e34c8cf04192a91c86ab8,107946,2018-01-12 15:09:02.030000+00:00,70663,70680,4,4,52015.0,Not VIP,7,1,0.0,7,Yes,No,Yes,VIP,VIP,Yes,7,1,0,Yes,79191,634,N/D,568,8,145,Clothing,
2c758933af02c0b301906f2819ae1268,1889,2018-01-01 13:36:22.780000+00:00,2644,2647,6,2,1812.0,Not VIP,4,3,20.0,4,Yes,No,No,T4,,No,4,1,1,Yes,2722,542,Other footwear,526,8,322,Shoes,web
37e50c988abf6e8e1a575d82dbb2359a,163042,2018-01-21 14:44:30.846000+00:00,90893,90915,1,3,124760.0,Not VIP,9,3,0.0,9,No,No,No,T4,,No,3,1,1,Yes,103117,277,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",38,1,181,Clothing,web
415c6b361b42b4d3708380f0e6ca4779,252721,2018-02-06 10:31:12.760000+00:00,108084,108108,2,2,182116.0,Not VIP,3,2,0.0,3,Yes,No,No,T4,,No,4,1,1,No,108736,28,N/D,17,20,3,Clothing,app
d24b23da7379405f1cd988bef1e42dea,257505,2018-02-07 03:45:09.350000+00:00,96073,96096,2,2,185096.0,Not VIP,1,1,0.0,1,Yes,No,Yes,VIP,VIP,Yes,2,1,1,Yes,109403,25,"Trousers, overalls, shorts",87,3,633,Clothing,web
74e3932c1af80284b053e195c2dbe0cd,35737,2018-01-07 00:57:59.550000+00:00,651,653,1,3,31484.0,Not VIP,4,3,0.0,4,Yes,No,No,T4,,No,3,1,1,No,656,52,Other footwear,8,1,31,Shoes,web
29de29f2593b65f060a8bcc3b06f9b64,33760,2018-01-06 17:18:42.993000+00:00,9546,9552,1,3,29758.0,Not VIP,9,3,0.0,9,Yes,No,No,T4,T4,Yes,4,1,1,No,10067,310,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",106,1,3,Clothing,web
cab87141a98dd56836b12ee24b1dc606,222111,2018-01-31 18:15:21.590000+00:00,59412,59426,2,2,163169.0,VIP,5,3,0.0,5,Yes,No,No,T1,T2,No,3,1,1,Yes,66193,170," T-shirts, singlets and other vests",471,1,42,Clothing,web
f7d6db779e8805aac16e1b49472d8de1,82856,2018-01-10 14:33:19.446000+00:00,44927,44940,2,2,53263.0,Not VIP,12,4,0.0,12,Yes,No,Yes,T2,T3,No,4,924,1,Yes,66938,84,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",164,1,9,Clothing,
72f5f899cbab759cf1d6f00e4594ce41,124096,2018-01-14 16:52:59.800000+00:00,9548,9554,1,3,97939.0,Not VIP,10,3,0.0,10,No,No,No,T4,,No,4,1,1,Yes,81645,1057,Footwear with outer soles of rubber or plastics,188,26,23,Shoes,
c2c0ac618b8686475b0f10a4ce08a82a,50249,2018-01-08 11:53:11.290000+00:00,851,853,2,2,43299.0,Not VIP,17,4,24.3652,17,No,No,No,T4,,No,3,948,1,No,863,158,,44,2,184,Shoes,web
6fe04756b200734610c569d56aae1790,195333,2018-01-27 00:11:20.020000+00:00,34712,34721,2,2,145915.0,Not VIP,12,4,0.0,12,Yes,No,No,T3,T3,No,3,1,1,Yes,38035,1116,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",128,46,8,Clothing,app
9aa9725e0bbca8966afaa2c556eed96f,32855,2018-01-06 14:54:12.776000+00:00,5504,5508,3,2,26668.0,Not VIP,1,1,5.0083,1,Yes,No,No,,,No,1,1,1,Yes,5727,46,"Trousers, overalls, shorts",44,21,201,Clothing,app
4141b04470db99353214daf8f63e75e8,300147,2018-02-15 14:34:34.823000+00:00,23709,23717,2,2,190636.0,Not VIP,10,3,0.0,10,Yes,No,No,T1,T2,No,8,1,1,No,42350,23,Other footwear,33,1,12,Shoes,
67cae80004a17b7717f5657f65a26aa4,183403,2018-01-24 23:02:10.770000+00:00,27077,27085,1,3,138215.0,Not VIP,10,3,0.0,10,Yes,No,No,T4,,No,3,1,1,Yes,29399,83,"Handbags, whether or not with shoulder strap, including those without handle",236,2,17,Bags,web
9e4bf9f8648a050bc209e3646eae7076,179713,2018-01-24 11:26:03.273000+00:00,20024,20030,3,2,135848.0,Not VIP,3,2,0.0,3,Yes,No,No,T4,,No,4,1,1,Yes,58643,29,Shirts,104,12,465,Clothing,
05c0ae7c6b605732401aa102a62970b3,11417,2018-01-03 09:11:54.066000+00:00,1319,1321,2,2,10448.0,Not VIP,12,4,31.0431,12,Yes,No,No,T4,,No,3,1,1,Yes,1350,158,Footwear with outer soles of rubber or plastics,452,2,384,Shoes,web
937d1c88fa8c3a695e21b20847a7aa79,282499,2018-02-11 21:04:27.060000+00:00,44829,44842,1,3,200487.0,Not VIP,57,4,0.0,57,Yes,No,Yes,T3,T4,Yes,3,1,1,Yes,5838,158," T-shirts, singlets and other vests",1071,12,182,Clothing,web
4722176876d0b766e2ce8328108416b9,3383,2018-01-01 20:30:27.870000+00:00,4496,4500,2,2,3239.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,,No,3,1,1,Yes,4665,19,Footwear with outer soles of rubber or plastics,630,1,38,Shoes,app
f0783b16485abed7aa81a54153c913b7,58496,2018-01-08 19:17:38.466000+00:00,47255,47267,2,2,49802.0,Not VIP,9,3,0.0,9,Yes,No,Yes,T2,T2,Yes,3,921,1,Yes,52248,683,"Ties, bow ties and cravats",114,1,6,Accessories,web
f7f5933333bdb940453e20ded541a6ad,141708,2018-01-17 19:17:21.813000+00:00,83825,83846,6,2,58467.0,VIP New,19,4,0.0,19,Yes,No,Yes,VIP,VIP,Yes,6,1,1,Yes,94743,677,Swimwear,890,8,89,Clothing,
86e182bc757f275470eec8c9c6008c12,29264,2018-01-06 00:40:16.990000+00:00,26760,26768,2,2,25963.0,Not VIP,1,1,5.0083,1,Yes,No,Yes,T4,,No,4,1,1,No,29044,36,Belts,9,1,258,Accessories,web
c424516b4d5e2a1b1db6d6d3eae844dd,122450,2018-01-14 09:01:37.743000+00:00,71567,71584,1,3,7709.0,VIP,36,3,0.0,36,Yes,No,No,T2,T2,No,3,1,1,No,86332,572," T-shirts, singlets and other vests",51,64,14,Clothing,app
6f0f7ebc39182741b1bb04114e163ba9,187750,2018-01-25 16:43:14.670000+00:00,44975,44988,2,2,141036.0,Not VIP,1,1,5.0083,1,No,No,No,T4,,No,3,1,1,Yes,49670,390,Other footwear with outer soles of leather,408,1,38,Shoes,web
033bee44a228ea00692372d70ba5a294,261784,2018-02-07 20:57:54.456000+00:00,119809,119837,2,2,8734.0,VIP New,1,1,0.0,1,No,No,Yes,T1,T1,Yes,4,1,1,No,138779,565," T-shirts, singlets and other vests",22,4,3,Clothing,web
760b8a204e11ccd1b5e81deb3ed6b2a4,152055,2018-01-19 14:27:48.250000+00:00,38009,38019,2,2,117223.0,Not VIP,5,3,0.0,5,Yes,No,No,T3,T4,Yes,3,2282,1,Yes,41713,393,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",44,1,17,Bags,web
97a45892718fd952610dbeedd8f1a14a,89368,2018-01-11 02:38:32.010000+00:00,27998,28006,4,2,5608.0,VIP New,44,4,43.2407,44,Yes,No,Yes,T1,T1,Yes,4,921,1,Yes,30424,57,Shirts,106,1,42,Clothing,app
161bf84ba2c7c6aaaab4ce50bc940983,285616,2018-02-12 14:26:00.673000+00:00,116572,116601,2,2,77363.0,Not VIP,16,4,15.4853,16,Yes,Yes,No,T4,T4,Yes,3,1,1,No,146666,120,Jackets and blazers,513,3,85,Girls Clothing,web
