id,orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform
6082d87fa8a0d8e3a0e283553db9cd4b,303268,2018-02-16 05:56:11.596000+00:00,50069,50081,2,2,123273.0,Not VIP,12,4,37.4837,12,Yes,No,Yes,T4,T4,No,3,5622,1,Yes,55430,200,Jackets and blazers,60,4,8,Clothing,app
68a5111994a759da5da8690706352baa,371336,2018-01-29 13:46:37.406000+00:00,75741,75759,1,3,189076.0,VIP,38,3,0.0,38,Yes,No,Yes,T1,T1,No,3,1,1,No,85088,443,,1071,1,19,Clothing,web
e1c3bd25286edb985912ac0e1aa6b8d8,81632,2018-01-10 12:50:40.093000+00:00,20200,20206,1,3,67404.0,Not VIP,20,3,0.0,20,No,No,Yes,T4,T4,Yes,3,924,1,Yes,21652,337,Other footwear,150,1,91,Shoes,web
7839fcdbb42066f9799089d13b9b7717,378798,2018-02-07 14:22:01.756000+00:00,30673,30681,2,2,189098.0,Not VIP,5,3,0.0,5,Yes,No,No,T3,T3,Yes,3,1,1,Yes,33458,126,Other footwear,834,1,157,Shoes,
15a3ad3322ce41f7576124ee3eb9a573,403504,2018-02-13 22:33:49.016000+00:00,120665,120693,2,2,52747.0,Not VIP,2,1,42.2351,2,Yes,No,Yes,T3,T3,No,4,1,1,No,139876,2341,Dresses,57,1,9,Clothing,app
9613f8aa3d33ddf078eadbd6c59166d7,373663,2018-02-13 06:17:05.920000+00:00,73589,73607,2,2,79832.0,Not VIP,2,1,32.2147,2,Yes,No,No,T4,T4,Yes,4,1,1,No,82594,621,Other footwear with outer soles of leather,15,8,38,Shoes,web
fa6a21a5210e8f734419e021500791f5,309419,2018-02-17 13:39:27.173000+00:00,153153,153186,1,3,216821.0,VIP,10,3,0.0,10,Yes,No,Yes,T1,T2,Yes,3,1,1,Yes,180245,762,"Trousers, overalls, shorts",286,1,264,Clothing,app
32243f39cda135396a46326ec1a530e4,373946,2018-02-17 15:45:05.173000+00:00,14433,14440,2,2,27695.0,Not VIP,30,3,13.8452,30,Yes,No,No,T3,T3,Yes,3,1,1,No,34356,362,Dresses,753,23,33,Clothing,web
aadd2669979d908be62ef7c82638acb7,402241,2018-02-04 22:10:58.303000+00:00,153150,153183,2,2,268581.0,Not VIP,3,2,0.0,3,Yes,No,Yes,T3,T3,Yes,3,1,1,No,180241,22,"Of base metal, whether or not plated with precious metal",520,1,22,Jewellery,web
9453ac5bc12edd59705178fcb00939c3,78159,2018-01-10 06:44:35.956000+00:00,21928,21936,2,2,53800.0,VIP,1,1,5.0083,1,Yes,No,No,T1,T1,No,6,924,1,Yes,23575,331,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",29,1,165,Clothing,web
60245e72bfa70197fbb6a62055d08015,173858,2018-01-23 12:01:04.273000+00:00,138254,138284,2,2,14151.0,VIP,4,3,0.0,4,Yes,No,Yes,VIP,T1,Yes,6,1,1,No,161691,97,Dresses,83,21,114,Clothing,web
16c7c03892aacbd08cd6c1cee3aba5fd,404304,2018-01-04 01:50:30.813000+00:00,17069,17076,2,2,31678.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T4,T4,No,4,1,1,Yes,18211,50,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",11,1,47,Clothing,app
4b3423aeefc695c1ba1652d42c875ead,381622,2018-01-24 22:34:43.403000+00:00,15905,15912,2,2,192595.0,Not VIP,14,3,0.0,14,No,No,No,,,No,3,1,1,No,31811,69,Other footwear,349,1,5,Shoes,web
a0419abd946b8d2f16176efdc774e7d6,386647,2018-02-11 03:48:46.186000+00:00,83143,83164,2,2,258277.0,Not VIP,1,1,5.0083,1,Yes,No,Yes,T4,T4,No,3,1,1,No,93948,14,,64,1,37,Shoes,web
95ec7bcdd6db142fbe19f97cfacba8a0,376256,2018-02-01 13:53:48.166000+00:00,6817,6821,3,10,6843.0,VIP New,4,3,0.0,4,Yes,No,Yes,VIP,VIP,No,6,1,1,No,7125,92,Jackets and blazers,120,1,181,Clothing,
b71c0b4fb1e58acf966f8d48589afbab,215560,2018-01-30 16:46:52.670000+00:00,101454,101476,2,2,159078.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T4,T4,No,4,1,1,No,116037,187,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",56,6,85,Boys Clothing,
4239da3b3253ac556681fb789c0d5134,371159,2018-01-11 02:15:58.896000+00:00,104228,104249,1,1,199951.0,Not VIP,1,1,0.0,1,Yes,No,Yes,,,Yes,3,924,1,Yes,119437,12,"Coats: overcoats, raincoat, cape, cloaks and similar articles",144,1,42,Clothing,web
b1ca412f0ff4604b9b51780ac31b0e77,384910,2018-01-09 15:12:40.490000+00:00,6993,6997,2,2,260169.0,Not VIP,16,4,18.513,16,Yes,No,No,,,Yes,3,921,1,Yes,7315,75,N/D,22,1,102,Accessories,web
b4f6b2c9df96c1d311c366019fa71a30,380673,2018-01-25 03:27:32.203000+00:00,149967,150000,2,2,258102.0,VIP,19,4,0.0,19,Yes,No,Yes,T3,T3,No,3,1,1,Yes,176365,309,Dresses,313,10,148,Clothing,web
e0c263a793be07dbd61cc9eb458f836d,306140,2018-02-16 18:29:45.900000+00:00,123486,123516,2,2,1891.0,Not VIP,15,4,0.0,15,Yes,No,No,T4,T4,No,3,1,1,No,143431,815,"Trousers, overalls, shorts",17,22,66,Clothing,app
6a2f228c239f972707a1d91160d55484,374131,2018-01-29 21:50:36.380000+00:00,56231,56244,2,2,122174.0,Not VIP,15,4,7.0,15,No,No,No,T1,T1,Yes,4,1,1,Yes,62513,87,"Trousers, overalls, shorts",1092,1,29,Clothing,web
d6347de6c2ed5111d9dd0ccc9b90e412,79731,2018-01-10 09:46:24.893000+00:00,1638,1640,2,2,65958.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,Yes,3,921,1,No,4215,81,Footwear with outer soles of rubber or plastics,11,1,91,Shoes,app
009571bb5279b617888ff60107cd06d2,401785,2018-01-08 15:09:52.053000+00:00,6459,6463,1,3,268374.0,Not VIP,1,1,0.0,1,Yes,No,No,T4,T4,No,3,1,1,No,6736,87," T-shirts, singlets and other vests",35,1,14,Clothing,web
d4eb8ef9c45c36195ba1c7b3ef60b3e2,250428,2018-02-05 22:51:01.490000+00:00,46475,46488,4,4,145503.0,Not VIP,7,1,0.0,7,Yes,No,Yes,T3,T4,Yes,4,4742,0,Yes,131959,369,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",386,8,89,Clothing,
5cdbfa4fafd685a47abd30c1d0ecb9d5,60164,2018-01-08 21:40:06.226000+00:00,54040,54052,1,3,51125.0,Not VIP,9,3,0.0,9,Yes,No,No,T3,T4,Yes,3,921,1,Yes,59998,502,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",249,1,57,Clothing,web
eebc55d88cda698db552c74ad2c3f474,373999,2018-01-16 21:13:17.940000+00:00,24921,24929,1,3,254677.0,Not VIP,11,3,0.0,11,Yes,No,Yes,,,No,3,1,1,Yes,26951,72,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",35,1,8,Clothing,
dc1bd8c270c9e69566c261ce5b893ff3,166229,2018-01-22 03:44:39.890000+00:00,67544,67561,1,1,24638.0,Not VIP,1,1,0.0,1,Yes,No,No,T1,T1,Yes,4,1,1,No,75602,871,"Blouses, shirts and shirt-blouses",46,14,18,Clothing,app
578793d7e51d1f422bda4a83ca13e438,165328,2018-01-21 22:58:03.910000+00:00,148266,148299,2,2,126366.0,Not VIP,1,1,5.0083,1,Yes,No,No,T1,T2,No,4,1,1,No,174320,322,Footwear with outer soles of leather or composition leather,247,1,31,Shoes,app
25d8ea73b1e42bd2c8a6b7d6090f49e6,116304,2018-01-13 07:00:10.403000+00:00,55178,55190,2,2,37455.0,VIP,19,4,0.0,19,Yes,No,Yes,T2,T2,Yes,3,921,1,Yes,61288,67,Jackets and blazers,238,1,63,Clothing,app
06f21f263aced1d375c727c6ba7a6209,374302,2018-01-09 00:25:48.023000+00:00,6235,6239,1,3,189736.0,Not VIP,9,3,0.0,9,Yes,No,No,,,No,3,921,1,Yes,28871,67,,44,20,14,Clothing,app
8e201bc3e8c9574b73787522ade8c35a,377361,2018-02-17 23:15:22.413000+00:00,65157,65174,2,2,256404.0,Not VIP,4,3,0.0,4,No,No,No,T4,,No,3,1,1,Yes,72858,212,Other footwear,284,3,37,Shoes,web
