id,orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform
0d86ff13f2168a0c0eb4c8ef8ef318b4,381555,2018-01-09 04:56:59.023000+00:00,1819,1822,2,2,82601.0,Not VIP,11,3,5.0083,11,Yes,No,Yes,,,No,4,921,1,Yes,1867,60,"Trousers, overalls, shorts",106,4,14,Clothing,web
10dd65fafb1e9e8aac227e87855ec8a3,385551,2018-01-11 20:30:11.923000+00:00,25084,25092,1,3,260519.0,Not VIP,13,3,0.0,13,No,No,No,,,No,3,924,1,Yes,27150,443,"Coats: overcoats, raincoat, cape, cloaks and similar articles",553,9,13,Clothing,web
956adb7ae8b7ef20e9559bcff6df534f,381906,2018-02-10 02:00:16.940000+00:00,119364,119392,2,2,96263.0,VIP,1,1,0.0,1,No,No,Yes,T1,T1,Yes,4,7173,1,No,138216,14," T-shirts, singlets and other vests",254,1,9,Clothing,
f62577e1918ee475d2737de1bbcbd902,235502,2018-02-03 03:36:03.670000+00:00,79343,79362,2,2,93588.0,Not VIP,14,3,0.0,14,Yes,No,No,T2,T2,No,3,1,1,Yes,89351,348,"Trousers, overalls, shorts",71,1,56,Clothing,web
2604fa0a1df542f33fc9663187b38dde,59687,2018-01-08 20:58:54.770000+00:00,67955,67972,4,2,50732.0,Not VIP,21,2,42.8793,21,Yes,No,Yes,T2,T2,Yes,4,921,1,Yes,78314,17," T-shirts, singlets and other vests",22,12,3,Clothing,app
df52be7a71de5d8448f2caba38504ec9,390334,2018-01-14 10:33:48.550000+00:00,58195,58208,2,2,256506.0,Not VIP,8,3,0.0,8,Yes,No,Yes,T4,T4,Yes,3,1,1,Yes,64764,9,"Handbags, whether or not with shoulder strap, including those without handle",209,1,17,Bags,
6b90cde28ca4e3c1ca9e7cac78de331b,382522,2018-01-15 13:35:50.170000+00:00,18643,18649,2,2,120704.0,Not VIP,1,1,12.0768,1,Yes,No,Yes,T4,T4,Yes,3,1,1,No,19950,105,N/D,22,1,25,Shoes,web
a4b9a16d09288b357445f4a925ff58f2,34535,2018-01-06 19:51:06.536000+00:00,20246,20252,2,2,30436.0,Not VIP,25,3,0.0,25,No,No,Yes,T2,T3,No,3,1,1,Yes,21707,87,Other footwear,339,1,23,Shoes,web
e980c3225d7e94bea0485dede27f2cc0,83364,2018-01-10 15:13:35.783000+00:00,156434,156467,2,2,68717.0,Not VIP,3,2,0.0,3,Yes,No,Yes,T4,,Yes,3,924,1,Yes,131882,110,N/D,35,20,76,Shoes,web
1c4527b3fa342d63b4782883441fa469,46923,2018-01-08 09:25:01.343000+00:00,44487,44500,1,3,40640.0,VIP,4,3,0.0,4,Yes,No,No,T2,T2,Yes,3,921,1,Yes,49109,1026,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",67,2,48,Boys Clothing,
b2596259f215ebd88e27cc13f785727e,399097,2018-01-10 07:04:59.180000+00:00,5518,5522,2,2,267145.0,Not VIP,15,4,0.0,15,Yes,No,No,T4,T4,No,3,1,1,No,1134,6,Footwear with outer soles of rubber or plastics,11,1,23,Shoes,app
3083d13c94eb1ffc2b2fee0fd6ca7a45,304879,2018-02-16 13:33:48.146000+00:00,130907,130937,2,2,214187.0,Not VIP,4,3,0.0,4,Yes,No,No,T2,T4,No,4,1,1,No,152606,1486,Skirts,287,1,259,Clothing,web
959a4f3f1662f74e63f0561e62638636,400156,2018-01-31 00:26:29.430000+00:00,128738,128768,2,2,248299.0,Not VIP,1,1,9.8272,1,Yes,No,No,,,No,4,1,1,No,149975,14,Skirts,40,1,42,Clothing,web
