id,orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform
73e49f705d1fef7c76512fcb69e5d98f,179737,2018-01-24 11:31:36.100000+00:00,96170,96193,4,4,135863.0,Not VIP,7,1,0.0,7,No,No,No,,,No,4,1,0,Yes,109525,1489,N/D,932,8,89,Accessories,web
58a2de7cc9ed429da8e8fe9a3a7464af,111034,2018-01-12 19:36:55.776000+00:00,14454,14461,2,2,88628.0,Not VIP,12,4,5.0083,12,Yes,No,Yes,T4,T4,No,4,924,1,Yes,11867,48,"Trousers, overalls, shorts",193,1,3,Clothing,web
0549f75d200b5722bcbdaf62181a10b7,86088,2018-01-10 19:28:22.673000+00:00,61508,61523,2,2,70821.0,Not VIP,4,3,0.0,4,No,No,No,T3,T4,No,4,1,1,No,68652,568,Other footwear,227,29,78,Shoes,web
a6b6b280a2634b025aec4c5c10d122a1,94749,2018-01-11 14:00:39.896000+00:00,65326,65343,3,4,77145.0,Not VIP,7,1,0.0,7,Yes,No,Yes,T4,,Yes,3,1,0,Yes,73058,634,N/D,568,8,270,Clothing,web
76021ef51f6bcbf536aa295547ba72d9,235775,2018-02-03 05:35:56.643000+00:00,52749,52761,5,2,54416.0,Not VIP,41,4,5.0,41,Yes,Yes,Yes,VIP,VIP,Yes,3,1,1,No,116189,50,Articles of a kind normally carried in the pocket or in the handbag,15,2,17,Homeware,web
2b4ed19e44274782071a602464005501,280369,2018-02-11 11:30:21+00:00,124634,124664,2,2,199116.0,Not VIP,17,4,24.3652,17,Yes,No,Yes,T4,,No,4,1,1,No,144857,2508,Dresses,548,14,19,Clothing,web
f35fd567065af297ae65b621e0a21ae9,2108,2018-01-01 14:32:17.663000+00:00,2908,2911,2,2,2021.0,VIP New,17,4,24.3652,17,Yes,No,Yes,VIP,VIP,No,3,1,1,Yes,2995,9,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",11,3,14,Clothing,app
ddac73327ca4875af433f43945f8eb83,312513,2018-02-18 05:32:02.426000+00:00,124454,124484,4,2,218797.0,Not VIP,17,4,0.0,17,Yes,No,Yes,,,No,3,1,1,No,144647,60," T-shirts, singlets and other vests",62,4,14,Clothing,web
24166d244f32c499d880e6b40b337036,71335,2018-01-09 16:35:04.903000+00:00,54528,54540,1,3,18674.0,VIP New,9,3,0.0,9,No,No,No,VIP,VIP,Yes,3,1,1,No,60565,4,"Trousers, overalls, shorts",22,2,24,Clothing,web
e3f116fa384be4ba078c279495ec8581,15886,2018-01-03 23:49:17.160000+00:00,16616,16623,2,2,14399.0,Not VIP,1,1,0.0,1,No,No,No,T2,T2,Yes,4,1,1,No,17713,295," T-shirts, singlets and other vests",141,12,52,Clothing,web
ecf80473cfa10a202f6be864e61cef06,93078,2018-01-11 11:16:31.660000+00:00,34663,34672,1,3,61046.0,Not VIP,4,3,0.0,4,No,No,No,T4,T4,No,3,924,1,Yes,37983,99,Footwear with outer soles of rubber or plastics,33,26,420,Shoes,web
1369d8324215a259ccda87c02dac12ed,267508,2018-02-08 20:48:04.590000+00:00,14906,14913,4,4,191170.0,Not VIP,7,1,0.0,7,Yes,No,No,T3,T4,Yes,4,4742,0,Yes,15856,681,"Trousers, overalls, shorts",599,8,421,Clothing,web
2860d532f0fae56e62bceeed4953362f,224639,2018-02-01 05:39:04.806000+00:00,107507,107529,2,2,164809.0,VIP,16,4,15.4853,16,Yes,No,Yes,T1,T1,No,6,1,1,No,123522,85,"Coats: overcoats, raincoat, cape, cloaks and similar articles",363,21,33,Clothing,app
399dd1c6563b326384ba1ca42b37e0f5,234144,2018-02-02 20:24:28.820000+00:00,74938,74956,1,3,104834.0,VIP New,4,3,0.0,4,Yes,No,No,VIP,VIP,Yes,6,1,1,No,117854,181,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",56,2,39,Boys Clothing,
d9c4e98d13dfa327b5c98d7e00f933a0,19468,2018-01-04 14:49:06.870000+00:00,19612,19618,2,2,17483.0,Not VIP,4,3,0.0,4,No,No,No,T4,,No,3,1,1,No,21016,176,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",193,12,2,Clothing,web
86732eb91c7bfe190e885bdbc02b0492,266800,2018-02-08 18:07:46.206000+00:00,1630,1632,2,2,20291.0,VIP New,1,1,5.0083,1,Yes,No,No,T1,T2,Yes,3,1,1,No,140406,86,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",356,3,9,Clothing,web
710ee05c60fe6192d3f423cf893bc957,180523,2018-01-24 13:54:34.443000+00:00,393,394,2,2,136344.0,Not VIP,4,3,0.0,4,Yes,No,No,T4,,No,3,2978,1,No,397,87,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",132,1,6,Accessories,web
cd0b54574fa1f9dbb15860be068738b9,232088,2018-02-02 13:05:20.666000+00:00,82322,82342,2,2,169327.0,Not VIP,15,4,0.0,15,Yes,No,No,T4,T4,No,4,1,1,No,92989,20,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",88,2,6,Accessories,app
0e151ef497171e3f875ff9439092df11,261235,2018-02-07 19:05:26.360000+00:00,4764,4768,2,2,155515.0,Not VIP,30,3,10.8991,30,Yes,No,No,T4,T4,Yes,4,1,1,No,4947,11,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",79,4,2,Clothing,app
6b82eab0b8174d464abd00ba3914b0bd,91745,2018-01-11 08:35:29.696000+00:00,851,853,2,2,74980.0,Not VIP,1,1,31.0431,1,Yes,No,No,T4,,No,3,1,1,No,863,158,Footwear with outer soles of rubber or plastics,22,2,437,Shoes,
2ff4b7b484af239ee6468391ad69d7b1,210257,2018-01-29 18:38:28.723000+00:00,13053,13060,2,2,155708.0,Not VIP,11,3,0.0,11,No,No,No,T4,,No,3,1,1,Yes,13826,212,Footwear with outer soles of rubber or plastics,236,1,38,Shoes,web
ef287d268dcbb51af498699d3ed8580f,261852,2018-02-07 21:12:11.333000+00:00,91730,91752,1,3,187707.0,Not VIP,20,3,0.0,20,No,No,Yes,T4,,No,3,1,1,No,104135,13,"Babies' T-shirts, singlets and similar garments, except those imported as parts of sets",311,5,271,Baby Boy Clothing,app
a9284f576a49d819d9677a22cac5d3f2,144786,2018-01-18 08:44:34.193000+00:00,849,851,2,2,112365.0,Not VIP,5,3,0.0,5,Yes,No,No,T4,T4,No,3,1,1,No,1179,11," T-shirts, singlets and other vests",141,4,14,Clothing,web
a3905ad739eb380188587f3b8802cd8f,219535,2018-01-31 09:54:47.586000+00:00,107751,107775,2,2,161564.0,Not VIP,4,3,0.0,4,Yes,Yes,No,T4,,Yes,4,1,1,Yes,123832,99,Footwear with outer soles of rubber or plastics,67,2,275,Shoes,web
c3cfc0246cacaca37e0e8e73940f6d55,52586,2018-01-08 13:38:27.216000+00:00,2076,2079,2,2,13040.0,VIP New,16,4,34.1055,16,Yes,No,Yes,VIP,VIP,Yes,6,921,1,Yes,2134,36,Other footwear with outer soles of leather,338,1,210,Shoes,web
9d20e99de0e6a69e8881e4d07532628f,178492,2018-01-24 05:47:09.813000+00:00,58095,58108,2,2,135062.0,VIP,9,3,29.8699,9,Yes,No,No,T2,T3,Yes,3,1,1,Yes,64652,1931," T-shirts, singlets and other vests",1073,2,3,Clothing,
3b199f42a9909061516b6ce6d334af6d,3428,2018-01-01 20:42:50.310000+00:00,4545,4549,2,2,3284.0,Not VIP,75,3,0.0,75,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,Yes,4714,232,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",85,14,14,Clothing,web
d4ade2a010bcf214d8528a54ed11aa6c,204763,2018-01-28 19:22:32.490000+00:00,8768,8773,1,3,152112.0,Not VIP,4,3,0.0,4,Yes,No,No,T4,T4,Yes,3,1,1,No,9227,23,Other footwear with outer soles of leather,33,2,276,Shoes,app
65ba5d68b88f257d4ce064702feafeb1,167080,2018-01-22 08:18:11.853000+00:00,87430,87452,2,2,127518.0,Not VIP,17,4,19.1182,17,No,No,No,T4,,No,3,1,1,No,99022,105,"Handbags, whether or not with shoulder strap, including those without handle",22,1,17,Bags,web
43ddc74257f6fcd44b0f1e6f08cd23fc,277046,2018-02-10 16:19:27.073000+00:00,90,90,2,2,48353.0,VIP New,12,4,35.7236,12,Yes,No,Yes,VIP,VIP,Yes,6,1,1,Yes,91,64,"Trousers, overalls, shorts",163,4,85,Girls Clothing,app
9b374323cdadb4c132167991f41f9d12,56634,2018-01-08 17:03:33.366000+00:00,46044,46057,2,2,2869.0,VIP,19,4,0.0,19,Yes,No,No,T1,T1,Yes,3,921,1,Yes,50877,1051,Skirts,605,23,57,Clothing,app
daa26c6095bc00cf8014431fa6ffd521,77033,2018-01-10 04:03:15.293000+00:00,47487,47499,2,2,31147.0,Not VIP,1,1,0.0,1,No,No,Yes,T2,T4,Yes,3,1,1,No,52509,308," T-shirts, singlets and other vests",33,9,2,Clothing,web
8eba736764b3749894db8f7306eb4c36,136851,2018-01-17 00:17:13.463000+00:00,81903,81923,4,2,106955.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T4,,No,3,1,1,Yes,92474,22,"Handbags, whether or not with shoulder strap, including those without handle",57,1,17,Bags,app
