id,orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform
a6cc99d9ff08a43026d3f9f7b47f92ca,375780,2018-01-11 23:58:50.866000+00:00,27726,27734,1,6,255595.0,Not VIP,1,1,0.0,1,Yes,No,No,T3,T3,Yes,4,921,1,Yes,30122,162,Shirts,173,14,96,Clothing,web
03e255566d771682d267b1922903af67,33401,2018-01-06 16:22:30.446000+00:00,23944,23952,5,3,29457.0,Not VIP,9,3,0.0,9,Yes,No,Yes,T4,,Yes,4,1,1,Yes,25836,94," T-shirts, singlets and other vests",335,1,27,Clothing,
5f5cc0e1d193db626faad9a0db0766d4,70083,2018-01-09 15:05:41.123000+00:00,39782,39792,4,2,21862.0,Not VIP,4,3,0.0,4,No,Yes,Yes,VIP,VIP,Yes,6,924,1,Yes,56662,462,Jackets and blazers,67,12,49,Boys Clothing,web
fe1390a29c4b8d708d8cd80dc87150d2,397816,2018-01-19 20:24:33.796000+00:00,15972,15979,1,3,156212.0,Not VIP,1,1,0.0,1,Yes,No,No,T4,T4,Yes,4,1,1,No,17011,33,Jackets and blazers,85,1,3,Clothing,web
8718d48d9db2c9daa36d2efee1a62e6b,377985,2018-01-26 16:03:41.320000+00:00,4884,4888,1,3,256693.0,Not VIP,9,3,0.0,9,Yes,No,No,,,No,3,7094,1,Yes,5074,34,Footwear with outer soles of rubber or plastics,183,1,5,Shoes,web
ea9ebe083853069a85743a061ecb4a84,225165,2018-02-01 08:17:50.700000+00:00,44619,44632,2,2,158272.0,Not VIP,17,4,24.3652,17,Yes,No,No,T4,,No,3,1,1,Yes,49268,124,Other footwear with outer soles of leather,1216,1,12,Shoes,app
bed40ebe9434b1fbd0e78d019ede74cf,374207,2018-02-10 16:21:23.583000+00:00,148607,148640,2,2,201180.0,Not VIP,16,4,15.4853,16,Yes,No,Yes,T3,T3,Yes,3,1,1,Yes,174725,2,"Trousers, overalls, shorts",197,1,150,Clothing,web
3fa7eeb29b858473e5120917bdfcd1ad,372578,2018-01-12 18:04:40.723000+00:00,64252,64269,1,3,253936.0,Not VIP,27,3,0.0,27,No,No,No,,,No,3,924,1,Yes,71822,389,Footwear with outer soles of rubber or plastics,645,2,53,Shoes,
ec69f326c61567cb7eb6faa5d8ba9571,215121,2018-01-30 15:19:54.616000+00:00,101968,101990,5,2,158793.0,VIP,19,4,0.0,19,Yes,No,No,T2,T2,Yes,3,1,1,No,116654,856,Swimwear,707,6,196,Girls Clothing,app
e28d0039d7a780948b4c5b8400671f94,383457,2018-01-05 11:29:52.136000+00:00,26331,26339,1,3,259473.0,Not VIP,4,3,0.0,4,No,No,No,,,No,3,1,1,Yes,28544,310,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",155,1,14,Clothing,web
884e49a58a63060782d767feed8e6c88,382790,2018-01-04 09:19:13.903000+00:00,26807,26815,1,3,259144.0,Not VIP,9,3,0.0,9,No,No,No,,,No,3,1,1,Yes,29100,841,Dresses,15,4,18,Clothing,web
e2e39d351dc81d595d5b2d8cfcabb4dc,277636,2018-02-10 18:39:22.030000+00:00,108376,108400,3,4,147344.0,Not VIP,7,1,0.0,7,No,No,Yes,T3,T4,No,4,1,0,No,178698,227,N/D,857,8,27,Clothing,web
9c751b098cb34cd12f882f516160c240,195963,2018-01-27 03:28:43.896000+00:00,3142,3145,2,2,36604.0,VIP New,12,4,28.7029,12,Yes,No,Yes,T1,T2,No,3,1,1,Yes,3236,3,Other footwear,375,4,688,Shoes,
8f981842e6cb1b8a31254e312a3c0900,386118,2018-01-22 12:23:29.503000+00:00,866,868,4,2,260800.0,VIP New,4,3,0.0,4,Yes,No,Yes,T3,T3,No,4,1,1,No,884,126,Other footwear,325,1,30,Shoes,web
0e1418311a013ebb344e7fcf8d199cc3,3600,2018-01-01 21:29:17.016000+00:00,100308,100330,2,2,3453.0,VIP New,4,3,0.0,4,Yes,No,Yes,VIP,VIP,No,6,1,1,No,114647,105,Dresses,35,21,13,Clothing,web
93099d23a2c9b9a012338ae63f9b4adc,403192,2018-01-03 19:25:57.470000+00:00,53859,53871,3,4,269042.0,Not VIP,7,1,0.0,7,No,No,No,,,No,4,1,0,Yes,59790,775,N/D,655,8,270,Clothing,app
6ee744e7e7df6c32fb188d6a83605782,384796,2018-02-07 21:45:15.770000+00:00,8776,8781,2,9,260113.0,Not VIP,11,3,0.0,11,Yes,No,Yes,,,No,3,1,1,Yes,14271,87,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",181,1,6,Accessories,app
8e4a5c7e9d6483ab913431caffedd14d,387159,2018-01-25 23:22:06.710000+00:00,154607,154639,1,1,261350.0,Not VIP,1,1,0.0,1,Yes,No,No,T1,T1,Yes,3,1,1,Yes,181981,106,Dresses,666,2,41,Clothing,
f797ea4657f325cc78f80e06a80c0a94,44453,2018-01-08 08:06:56.040000+00:00,151843,151876,2,2,9944.0,Not VIP,12,4,0.0,12,Yes,No,Yes,T3,T3,No,3,1,1,No,178617,620," T-shirts, singlets and other vests",381,10,19,Clothing,web
9f5aa8b749d6d6f87fd38014a5144153,304448,2018-02-16 11:48:51.303000+00:00,34535,34544,2,2,213951.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,,No,3,5091,1,Yes,26207,508,N/D,1117,20,3,Clothing,app
300771e61848676cff20cb7b29aa8d39,186382,2018-01-25 13:02:42.343000+00:00,100920,100942,2,2,115557.0,VIP,1,1,35.7236,1,Yes,No,Yes,T1,T2,No,3,1,1,No,69979,310,N/D,46,20,182,Clothing,app
59c388b0b150556f618c2e6756ee40a1,182359,2018-01-24 19:15:17.313000+00:00,96835,96858,2,2,137504.0,VIP New,25,3,0.0,25,Yes,No,Yes,T2,T2,Yes,3,1,1,Yes,110343,633,Sunglasses,321,1,17,Accessories,
008c56d5f6c8a1b5dbe0aee2b506d185,75621,2018-01-10 00:18:28.753000+00:00,156680,156713,2,2,8752.0,VIP New,12,4,0.0,12,Yes,No,Yes,VIP,VIP,Yes,6,921,1,No,184537,309,,366,10,71,Clothing,app
056d84a05e7de7071a82ee7e0e6a4ade,404889,2018-01-29 13:24:53.290000+00:00,103400,103421,2,2,28262.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T4,T4,Yes,3,1,1,Yes,118451,329,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",89,17,18,Clothing,web
dfa8433f93f029154e2425e2642b60aa,46131,2018-01-08 08:57:07.083000+00:00,42744,42754,2,2,39975.0,Not VIP,3,2,0.0,3,Yes,No,Yes,T3,T4,No,3,921,1,Yes,14372,13,,12,2,279,Baby Girl Clothing,web
8c7bbbba95c1025975e548cee86dfadc,379,2018-01-01 03:02:15.523000+00:00,51072,51084,2,2,368.0,Not VIP,12,4,28.7029,12,Yes,No,Yes,T4,T4,Yes,3,1,1,Yes,56585,34,Other footwear with outer soles of leather,32,1,72,Shoes,app
32f2d16ee24c322592209e9e2eb2fcdc,279489,2018-02-11 06:20:42.513000+00:00,34702,34711,2,2,166918.0,Not VIP,19,4,0.0,19,Yes,No,No,T1,T2,No,3,1,1,Yes,38023,2,N/D,8,1,63,Clothing,web
f4d07e56952c3763f8a20c7bc7471085,201726,2018-01-28 06:58:28.990000+00:00,35625,35634,5,2,150081.0,Not VIP,19,4,0.0,19,Yes,No,No,T2,T4,Yes,3,1,1,Yes,39050,301,"Ties, bow ties and cravats",323,21,6,Accessories,web
c6bf42338d3ddb20773b199c9b94dbd6,378094,2018-01-11 02:54:10.890000+00:00,9003,9008,2,2,256753.0,Not VIP,5,3,0.0,5,Yes,No,Yes,T2,T2,Yes,3,921,1,Yes,13863,12,Jackets and blazers,313,1,9,Clothing,web
bafae8b4092cab47b109f2d516f2092f,373293,2018-01-30 12:33:34.236000+00:00,10389,10395,2,2,104039.0,VIP New,19,4,0.0,19,Yes,No,Yes,VIP,VIP,Yes,6,1,1,Yes,58240,434,Footwear with outer soles of rubber or plastics,1214,26,320,Shoes,app
5ee04f648ef0a81180f360348f98f97a,395665,2018-02-12 14:49:01.053000+00:00,82986,83007,1,3,206553.0,Not VIP,24,3,0.0,24,Yes,No,No,T3,T3,Yes,4,1,1,Yes,93761,310,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",152,1,8,Clothing,web
2ffb5b121b93af9a86b429f085ab67f2,173113,2018-01-23 08:46:53.416000+00:00,48762,48774,2,2,107943.0,VIP,16,4,34.1055,16,Yes,No,Yes,T3,T3,No,2,1,1,Yes,53974,76,Other footwear with outer soles of leather,93,1,38,Shoes,
bdfa0abd1c97adc9f7f6d02f35b74ae5,114760,2018-01-13 03:24:30.806000+00:00,83063,83084,2,2,91275.0,Not VIP,19,4,0.0,19,Yes,No,Yes,T4,,No,3,924,1,Yes,93854,58,Other,423,23,17,Jewellery,web
7b6973d6fcab6b7bce360dc3a87a1293,381787,2018-01-02 20:02:53.330000+00:00,18370,18376,4,2,61285.0,VIP New,1,1,5.0083,1,Yes,No,Yes,VIP,VIP,Yes,6,1,1,No,19632,19,Footwear with outer soles of rubber or plastics,284,1,12,Shoes,web
